,Assortment,CompDist,CompOpen,Customers,Date,DayOfWeek,Open,Promo,Promo2,Sales,Store,StoreType,month,Preds
688546,a,near,True,2970,2013-10-22,2,1,1,0,17488,262,b,10,19303.00390625
688846,c,far,True,3268,2013-10-22,2,1,1,0,21070,562,b,10,20120.33984375
689661,a,near,True,3074,2013-10-21,1,1,1,0,17791,262,b,10,17790.9921875
689961,c,far,True,3393,2013-10-21,1,1,1,0,20392,562,b,10,21164.99609375
690776,a,near,True,4271,2013-10-20,7,1,0,0,27900,262,b,10,28673.994140625
691076,c,far,True,3378,2013-10-20,7,1,0,0,17583,562,b,10,17368.001953125
691891,a,near,True,2984,2013-10-19,6,1,0,0,15794,262,b,10,16434.994140625
692191,c,far,True,3113,2013-10-19,6,1,0,0,15107,562,b,10,13662.3330078125
693006,a,near,True,3377,2013-10-18,5,1,0,0,18767,262,b,10,22222.9296875
693306,c,far,True,3331,2013-10-18,5,1,0,0,16770,562,b,10,19790.998046875
694121,a,near,True,3179,2013-10-17,4,1,0,0,17753,262,b,10,23969.33984375
694421,c,far,True,3018,2013-10-17,4,1,0,0,16709,562,b,10,18177.494140625
695236,a,near,True,3014,2013-10-16,3,1,0,0,17632,262,b,10,17529.984375
695536,c,far,True,2909,2013-10-16,3,1,0,0,16968,562,b,10,17147.671875
696351,a,near,True,2878,2013-10-15,2,1,0,0,16483,262,b,10,17275.671875
696651,c,far,True,2938,2013-10-15,2,1,0,0,18022,562,b,10,17231.595703125
697466,a,near,True,3117,2013-10-14,1,1,0,0,17888,262,b,10,17976.998046875
697766,c,far,True,3012,2013-10-14,1,1,0,0,17715,562,b,10,17714.99609375
698581,a,near,True,4310,2013-10-13,7,1,0,0,29322,262,b,10,28673.994140625
698881,c,far,True,3107,2013-10-13,7,1,0,0,19291,562,b,10,17368.001953125
699696,a,near,True,3117,2013-10-12,6,1,0,0,17076,262,b,10,16434.994140625
699996,c,far,True,2437,2013-10-12,6,1,0,0,13192,562,b,10,13662.3330078125
700811,a,near,True,3463,2013-10-11,5,1,1,0,20506,262,b,10,18066.693359375
701111,c,far,True,3101,2013-10-11,5,1,1,0,17918,562,b,10,19822.669921875
701926,a,near,True,3182,2013-10-10,4,1,1,0,19602,262,b,10,18318.994140625
702226,c,far,True,3103,2013-10-10,4,1,1,0,18610,562,b,10,19172.255859375
703041,a,near,True,3154,2013-10-09,3,1,1,0,19969,262,b,10,18833.005859375
703341,c,far,True,3037,2013-10-09,3,1,1,0,18081,562,b,10,18790.330078125
704156,a,near,True,3244,2013-10-08,2,1,1,0,21118,262,b,10,19303.00390625
704456,c,far,True,3132,2013-10-08,2,1,1,0,19294,562,b,10,20120.33984375
705271,a,near,True,3371,2013-10-07,1,1,1,0,21749,262,b,10,17790.9921875
705571,c,far,True,3452,2013-10-07,1,1,1,0,22726,562,b,10,21164.99609375
706386,a,near,True,4390,2013-10-06,7,1,0,0,28800,262,b,10,28673.994140625
706686,c,far,True,2924,2013-10-06,7,1,0,0,16626,562,b,10,17368.001953125
707501,a,near,True,3059,2013-10-05,6,1,0,0,15986,262,b,10,16434.994140625
707801,c,far,True,2448,2013-10-05,6,1,0,0,13384,562,b,10,13662.3330078125
708616,a,near,True,3671,2013-10-04,5,1,0,0,20959,262,b,10,22222.9296875
708916,c,far,True,3139,2013-10-04,5,1,0,0,17633,562,b,10,19790.998046875
709731,a,near,True,4925,2013-10-03,4,1,0,0,34369,262,b,10,23969.33984375
710031,c,far,True,3247,2013-10-03,4,1,0,0,19533,562,b,10,18177.494140625
710846,a,near,True,3407,2013-10-02,3,1,0,0,19501,262,b,10,17529.984375
711146,c,far,True,3315,2013-10-02,3,1,0,0,18873,562,b,10,17147.671875
711961,a,near,True,2965,2013-10-01,2,1,0,0,18395,262,b,10,17275.671875
712261,c,far,True,3000,2013-10-01,2,1,0,0,18037,562,b,10,17231.595703125
713076,a,near,True,3239,2013-09-30,1,1,0,0,19279,262,b,09,19603.49609375
713376,c,far,True,3114,2013-09-30,1,1,0,0,17901,562,b,09,16478.755859375
714191,a,near,True,3729,2013-09-29,7,1,0,0,22704,262,b,09,27928.595703125
714491,c,far,True,3308,2013-09-29,7,1,0,0,18323,562,b,09,19358.568359375
715306,a,near,True,3106,2013-09-28,6,1,0,0,16897,262,b,09,15240.0126953125
715606,c,far,True,2392,2013-09-28,6,1,0,0,12541,562,b,09,13013.3310546875
716421,a,near,True,3448,2013-09-27,5,1,1,0,20232,262,b,09,20260.50390625
716721,c,far,True,3112,2013-09-27,5,1,1,0,17805,562,b,09,17411.001953125
717536,a,near,True,3107,2013-09-26,4,1,1,0,18811,262,b,09,19221.505859375
717836,c,far,True,2787,2013-09-26,4,1,1,0,15984,562,b,09,16525.66796875
718651,a,near,True,3065,2013-09-25,3,1,1,0,17578,262,b,09,18886.490234375
718951,c,far,True,2852,2013-09-25,3,1,1,0,16838,562,b,09,17676.001953125
719766,a,near,True,3082,2013-09-24,2,1,1,0,17880,262,b,09,20490.9921875
720066,c,far,True,2833,2013-09-24,2,1,1,0,16701,562,b,09,19596.498046875
720881,a,near,True,3134,2013-09-23,1,1,1,0,18978,262,b,09,18978.0078125
721181,c,far,True,3096,2013-09-23,1,1,1,0,19126,562,b,09,20190.49609375
721996,a,near,True,4019,2013-09-22,7,1,0,0,25985,262,b,09,27928.595703125
722296,c,far,True,2927,2013-09-22,7,1,0,0,17443,562,b,09,19358.568359375
723111,a,near,True,2927,2013-09-21,6,1,0,0,14873,262,b,09,15240.0126953125
723411,c,far,True,2270,2013-09-21,6,1,0,0,11503,562,b,09,13013.3310546875
724226,a,near,True,3327,2013-09-20,5,1,0,0,18532,262,b,09,17525.982421875
724526,c,far,True,2898,2013-09-20,5,1,0,0,14947,562,b,09,16186.0078125
725341,a,near,True,2876,2013-09-19,4,1,0,0,15744,262,b,09,17232.994140625
725641,c,far,True,2684,2013-09-19,4,1,0,0,14570,562,b,09,15614.5009765625
726456,a,near,True,2898,2013-09-18,3,1,0,0,16048,262,b,09,16878.015625
726756,c,far,True,2687,2013-09-18,3,1,0,0,14541,562,b,09,15248.9970703125
727571,a,near,True,2841,2013-09-17,2,1,0,0,16206,262,b,09,16786.7421875
727871,c,far,True,2653,2013-09-17,2,1,0,0,14941,562,b,09,15736.3330078125
728686,a,near,True,3230,2013-09-16,1,1,0,0,18848,262,b,09,19603.49609375
728986,c,far,True,2958,2013-09-16,1,1,0,0,15843,562,b,09,16478.755859375
729801,a,near,True,4403,2013-09-15,7,1,0,0,28155,262,b,09,27928.595703125
730101,c,far,True,3131,2013-09-15,7,1,0,0,18013,562,b,09,19358.568359375
730916,a,near,True,3348,2013-09-14,6,1,0,0,18205,262,b,09,15240.0126953125
731216,c,far,True,2840,2013-09-14,6,1,0,0,13311,562,b,09,13013.3310546875
732031,a,near,True,3499,2013-09-13,5,1,1,0,20289,262,b,09,20260.50390625
732331,c,far,True,3305,2013-09-13,5,1,1,0,18160,562,b,09,17411.001953125
733146,a,near,True,3097,2013-09-12,4,1,1,0,19632,262,b,09,19221.505859375
733446,c,far,True,3132,2013-09-12,4,1,1,0,19441,562,b,09,16525.66796875
734261,a,near,True,3177,2013-09-11,3,1,1,0,20195,262,b,09,18886.490234375
734561,c,far,True,3204,2013-09-11,3,1,1,0,19599,562,b,09,17676.001953125
735376,a,near,True,3230,2013-09-10,2,1,1,0,20491,262,b,09,20490.9921875
735676,c,far,True,3179,2013-09-10,2,1,1,0,20883,562,b,09,19596.498046875
736491,a,near,True,3694,2013-09-09,1,1,1,0,24792,262,b,09,18978.0078125
736791,c,far,True,3338,2013-09-09,1,1,1,0,21760,562,b,09,20190.49609375
737606,a,near,True,4515,2013-09-08,7,1,0,0,29873,262,b,09,27928.595703125
737906,c,far,True,3237,2013-09-08,7,1,0,0,19131,562,b,09,19358.568359375
738721,a,near,True,3171,2013-09-07,6,1,0,0,15240,262,b,09,15240.0126953125
739021,c,far,True,2724,2013-09-07,6,1,0,0,13607,562,b,09,13013.3310546875
739836,a,near,True,3496,2013-09-06,5,1,0,0,17526,262,b,09,17525.982421875
740136,c,far,True,3161,2013-09-06,5,1,0,0,15945,562,b,09,16186.0078125
740951,a,near,True,2914,2013-09-05,4,1,0,0,18722,262,b,09,17232.994140625
741251,c,far,True,2874,2013-09-05,4,1,0,0,15305,562,b,09,15614.5009765625
742066,a,near,True,2929,2013-09-04,3,1,0,0,17708,262,b,09,16878.015625
742366,c,far,True,2767,2013-09-04,3,1,0,0,15358,562,b,09,15248.9970703125
743181,a,near,True,2945,2013-09-03,2,1,0,0,17846,262,b,09,16786.7421875
743481,c,far,True,2912,2013-09-03,2,1,0,0,16363,562,b,09,15736.3330078125
744296,a,near,True,3440,2013-09-02,1,1,0,0,20359,262,b,09,19603.49609375
744596,c,far,True,3058,2013-09-02,1,1,0,0,17720,562,b,09,16478.755859375
745411,a,near,True,5145,2013-09-01,7,1,0,0,32926,262,b,09,27928.595703125
745711,c,far,True,3304,2013-09-01,7,1,0,0,21656,562,b,09,19358.568359375
746526,a,near,True,3650,2013-08-31,6,1,0,0,19229,262,b,08,18068.595703125
746826,c,far,True,2762,2013-08-31,6,1,0,0,15098,562,b,08,13107.251953125
747641,a,near,True,3912,2013-08-30,5,1,1,0,23562,262,b,08,23561.974609375
747941,c,far,True,3528,2013-08-30,5,1,1,0,20380,562,b,08,18451.00390625
748756,a,near,True,3238,2013-08-29,4,1,1,0,19695,262,b,08,19910.671875
749056,c,far,True,2957,2013-08-29,4,1,1,0,17483,562,b,08,17598.201171875
749871,a,near,True,3116,2013-08-28,3,1,1,0,18477,262,b,08,19176.005859375
750171,c,far,True,3075,2013-08-28,3,1,1,0,17622,562,b,08,17336.33203125
750986,a,near,True,3013,2013-08-27,2,1,1,0,19737,262,b,08,19976.494140625
751286,c,far,True,3150,2013-08-27,2,1,1,0,17927,562,b,08,17947.005859375
752101,a,near,True,3329,2013-08-26,1,1,1,0,20557,262,b,08,21826.501953125
752401,c,far,True,3216,2013-08-26,1,1,1,0,19799,562,b,08,19891.494140625
753216,a,near,True,4453,2013-08-25,7,1,0,0,26015,262,b,08,28506.005859375
753516,c,far,True,3241,2013-08-25,7,1,0,0,17217,562,b,08,18945.998046875
754331,a,near,True,3407,2013-08-24,6,1,0,0,16895,262,b,08,18068.595703125
754631,c,far,True,2689,2013-08-24,6,1,0,0,12234,562,b,08,13107.251953125
755446,a,near,True,3354,2013-08-23,5,1,0,0,17864,262,b,08,17864.0546875
755746,c,far,True,2992,2013-08-23,5,1,0,0,15288,562,b,08,15798.9921875
756561,a,near,True,2903,2013-08-22,4,1,0,0,16322,262,b,08,16446.4921875
756861,c,far,True,2677,2013-08-22,4,1,0,0,13500,562,b,08,15177.0
757676,a,near,True,2818,2013-08-21,3,1,0,0,14993,262,b,08,15736.9912109375
757976,c,far,True,2755,2013-08-21,3,1,0,0,14337,562,b,08,13541.00390625
758791,a,near,True,2942,2013-08-20,2,1,0,0,16369,262,b,08,16369.0166015625
759091,c,far,True,2811,2013-08-20,2,1,0,0,15234,562,b,08,15728.994140625
759906,a,near,True,3294,2013-08-19,1,1,0,0,18204,262,b,08,18211.994140625
760206,c,far,True,3045,2013-08-19,1,1,0,0,16058,562,b,08,15763.0
761021,a,near,True,4855,2013-08-18,7,1,0,0,29526,262,b,08,28506.005859375
761321,c,far,True,3189,2013-08-18,7,1,0,0,19255,562,b,08,18945.998046875
762136,a,near,True,3444,2013-08-17,6,1,0,0,16942,262,b,08,18068.595703125
762436,c,far,True,2540,2013-08-17,6,1,0,0,11848,562,b,08,13107.251953125
763251,a,near,True,3813,2013-08-16,5,1,1,0,20644,262,b,08,23561.974609375
763551,c,far,True,3388,2013-08-16,5,1,1,0,17705,562,b,08,18451.00390625
764366,a,near,True,3280,2013-08-15,4,1,1,0,18969,262,b,08,19910.671875
764666,c,far,True,3107,2013-08-15,4,1,1,0,18081,562,b,08,17598.201171875
765481,a,near,True,3304,2013-08-14,3,1,1,0,19875,262,b,08,19176.005859375
765781,c,far,True,3075,2013-08-14,3,1,1,0,18174,562,b,08,17336.33203125
766596,a,near,True,3214,2013-08-13,2,1,1,0,20216,262,b,08,19976.494140625
766896,c,far,True,3143,2013-08-13,2,1,1,0,19107,562,b,08,17947.005859375
767711,a,near,True,3452,2013-08-12,1,1,1,0,23096,262,b,08,21826.501953125
768011,c,far,True,3428,2013-08-12,1,1,1,0,20244,562,b,08,19891.494140625
768826,a,near,True,4549,2013-08-11,7,1,0,0,29977,262,b,08,28506.005859375
769126,c,far,True,3126,2013-08-11,7,1,0,0,18372,562,b,08,18945.998046875
769941,a,near,True,3263,2013-08-10,6,1,0,0,16958,262,b,08,18068.595703125
770241,c,far,True,2435,2013-08-10,6,1,0,0,12292,562,b,08,13107.251953125
771056,a,near,True,3399,2013-08-09,5,1,0,0,18300,262,b,08,17864.0546875
771356,c,far,True,3011,2013-08-09,5,1,0,0,15612,562,b,08,15798.9921875
772171,a,near,True,3030,2013-08-08,4,1,0,0,16571,262,b,08,16446.4921875
772471,c,far,True,2925,2013-08-08,4,1,0,0,16695,562,b,08,15177.0
773286,a,near,True,3150,2013-08-07,3,1,0,0,16481,262,b,08,15736.9912109375
773586,c,far,True,2973,2013-08-07,3,1,0,0,16262,562,b,08,13541.00390625
774401,a,near,True,3219,2013-08-06,2,1,0,0,17947,262,b,08,16369.0166015625
774701,c,far,True,3107,2013-08-06,2,1,0,0,16224,562,b,08,15728.994140625
775516,a,near,True,3597,2013-08-05,1,1,0,0,18220,262,b,08,18211.994140625
775816,c,far,True,3335,2013-08-05,1,1,0,0,17025,562,b,08,15763.0
776631,a,near,True,5112,2013-08-04,7,1,0,0,32252,262,b,08,28506.005859375
776931,c,far,True,3197,2013-08-04,7,1,0,0,17951,562,b,08,18945.998046875
777746,a,near,True,4201,2013-08-03,6,1,0,0,20319,262,b,08,18068.595703125
778046,c,far,True,2647,2013-08-03,6,1,0,0,13014,562,b,08,13107.251953125
778861,a,near,True,4560,2013-08-02,5,1,1,0,23276,262,b,08,23561.974609375
779161,c,far,True,3492,2013-08-02,5,1,1,0,18367,562,b,08,18451.00390625
779976,a,near,True,3757,2013-08-01,4,1,1,0,21068,262,b,08,19910.671875
780276,c,far,True,3502,2013-08-01,4,1,1,0,19456,562,b,08,17598.201171875
781091,a,near,True,3516,2013-07-31,3,1,1,0,21140,262,b,07,19587.98828125
781391,c,far,True,3251,2013-07-31,3,1,1,0,20938,562,b,07,19444.748046875
782206,a,near,True,3418,2013-07-30,2,1,1,0,21136,262,b,07,19889.015625
782506,c,far,True,3150,2013-07-30,2,1,1,0,20270,562,b,07,19254.794921875
783321,a,near,True,3699,2013-07-29,1,1,1,0,22661,262,b,07,22447.986328125
783621,c,far,True,3247,2013-07-29,1,1,1,0,19876,562,b,07,19881.00390625
784436,a,near,True,4747,2013-07-28,7,1,0,0,28107,262,b,07,28074.986328125
784736,c,far,True,3137,2013-07-28,7,1,0,0,17371,562,b,07,18867.884765625
785551,a,near,True,3335,2013-07-27,6,1,0,0,16600,262,b,07,16572.505859375
785851,c,far,True,2399,2013-07-27,6,1,0,0,12121,562,b,07,12549.9990234375
786666,a,near,True,3552,2013-07-26,5,1,0,0,18823,262,b,07,17746.478515625
786966,c,far,True,2801,2013-07-26,5,1,0,0,14839,562,b,07,16299.009765625
787781,a,near,True,3140,2013-07-25,4,1,0,0,17451,262,b,07,16683.498046875
788081,c,far,True,2852,2013-07-25,4,1,0,0,14422,562,b,07,15409.6669921875
788896,a,near,True,3065,2013-07-24,3,1,0,0,16635,262,b,07,16635.0390625
789196,c,far,True,2625,2013-07-24,3,1,0,0,13385,562,b,07,15177.396484375
790011,a,near,True,3349,2013-07-23,2,1,0,0,16786,262,b,07,17978.95703125
790311,c,far,True,2796,2013-07-23,2,1,0,0,13578,562,b,07,15041.5107421875
791126,a,near,True,3461,2013-07-22,1,1,0,0,18258,262,b,07,18045.509765625
791426,c,far,True,3003,2013-07-22,1,1,0,0,15035,562,b,07,16072.74609375
792241,a,near,True,4840,2013-07-21,7,1,0,0,27547,262,b,07,28074.986328125
792541,c,far,True,3054,2013-07-21,7,1,0,0,15841,562,b,07,18867.884765625
793356,a,near,True,3439,2013-07-20,6,1,0,0,17014,262,b,07,16572.505859375
793656,c,far,True,2352,2013-07-20,6,1,0,0,11314,562,b,07,12549.9990234375
794471,a,near,True,3430,2013-07-19,5,1,1,0,19699,262,b,07,20129.015625
794771,c,far,True,2994,2013-07-19,5,1,1,0,16963,562,b,07,18626.1953125
795586,a,near,True,3166,2013-07-18,4,1,1,0,18721,262,b,07,20903.97265625
795886,c,far,True,3021,2013-07-18,4,1,1,0,16967,562,b,07,18442.00390625
796701,a,near,True,2997,2013-07-17,3,1,1,0,18036,262,b,07,19587.98828125
797001,c,far,True,2891,2013-07-17,3,1,1,0,16999,562,b,07,19444.748046875
797816,a,near,True,3082,2013-07-16,2,1,1,0,18642,262,b,07,19889.015625
798116,c,far,True,2941,2013-07-16,2,1,1,0,18097,562,b,07,19254.794921875
798931,a,near,True,3220,2013-07-15,1,1,1,0,20251,262,b,07,22447.986328125
799231,c,far,True,3263,2013-07-15,1,1,1,0,20556,562,b,07,19881.00390625
800046,a,near,True,4560,2013-07-14,7,1,0,0,30112,262,b,07,28074.986328125
800346,c,far,True,2879,2013-07-14,7,1,0,0,17179,562,b,07,18867.884765625
801161,a,near,True,3108,2013-07-13,6,1,0,0,16446,262,b,07,16572.505859375
801461,c,far,True,2400,2013-07-13,6,1,0,0,11913,562,b,07,12549.9990234375
802276,a,near,True,3173,2013-07-12,5,1,0,0,16670,262,b,07,17746.478515625
802576,c,far,True,2919,2013-07-12,5,1,0,0,15860,562,b,07,16299.009765625
803391,a,near,True,2847,2013-07-11,4,1,0,0,15916,262,b,07,16683.498046875
803691,c,far,True,2695,2013-07-11,4,1,0,0,14441,562,b,07,15409.6669921875
804506,a,near,True,2923,2013-07-10,3,1,0,0,16455,262,b,07,16635.0390625
804806,c,far,True,2779,2013-07-10,3,1,0,0,14993,562,b,07,15177.396484375
805621,a,near,True,3070,2013-07-09,2,1,0,0,17979,262,b,07,17978.95703125
805921,c,far,True,2855,2013-07-09,2,1,0,0,15316,562,b,07,15041.5107421875
806736,a,near,True,3268,2013-07-08,1,1,0,0,17833,262,b,07,18045.509765625
807036,c,far,True,3023,2013-07-08,1,1,0,0,16110,562,b,07,16072.74609375
807851,a,near,True,4566,2013-07-07,7,1,0,0,28075,262,b,07,28074.986328125
808151,c,far,True,3083,2013-07-07,7,1,0,0,17439,562,b,07,18867.884765625
808966,a,near,True,3130,2013-07-06,6,1,0,0,16230,262,b,07,16572.505859375
809266,c,far,True,2448,2013-07-06,6,1,0,0,12598,562,b,07,12549.9990234375
810081,a,near,True,3533,2013-07-05,5,1,1,0,20559,262,b,07,20129.015625
810381,c,far,True,3260,2013-07-05,5,1,1,0,19231,562,b,07,18626.1953125
811196,a,near,True,3321,2013-07-04,4,1,1,0,20904,262,b,07,20903.97265625
811496,c,far,True,3215,2013-07-04,4,1,1,0,18298,562,b,07,18442.00390625
812311,a,near,True,3268,2013-07-03,3,1,1,0,18877,262,b,07,19587.98828125
812611,c,far,True,3310,2013-07-03,3,1,1,0,19678,562,b,07,19444.748046875
813426,a,near,True,3208,2013-07-02,2,1,1,0,19840,262,b,07,19889.015625
813726,c,far,True,3281,2013-07-02,2,1,1,0,20024,562,b,07,19254.794921875
814541,a,near,True,3472,2013-07-01,1,1,1,0,22448,262,b,07,22447.986328125
814841,c,far,True,3612,2013-07-01,1,1,1,0,22419,562,b,07,19881.00390625
815656,a,near,True,4596,2013-06-30,7,1,0,0,31810,262,b,06,30429.33984375
815956,c,far,True,3134,2013-06-30,7,1,0,0,19734,562,b,06,19190.00390625
816771,a,near,True,3190,2013-06-29,6,1,0,0,18759,262,b,06,18269.994140625
817071,c,far,True,2748,2013-06-29,6,1,0,0,15665,562,b,06,13876.6025390625
817886,a,near,True,3558,2013-06-28,5,1,0,0,20333,262,b,06,20150.0078125
818186,c,far,True,3424,2013-06-28,5,1,0,0,19376,562,b,06,18027.994140625
819001,a,near,True,3002,2013-06-27,4,1,0,0,18033,262,b,06,18033.037109375
819301,c,far,True,3271,2013-06-27,4,1,0,0,17464,562,b,06,16117.9931640625
820116,a,near,True,3047,2013-06-26,3,1,0,0,17944,262,b,06,17943.923828125
820416,c,far,True,3064,2013-06-26,3,1,0,0,16423,562,b,06,16557.173828125
821231,a,near,True,3095,2013-06-25,2,1,0,0,17398,262,b,06,17013.017578125
821531,c,far,True,3236,2013-06-25,2,1,0,0,17092,562,b,06,16410.595703125
822346,a,near,True,3113,2013-06-24,1,1,0,0,18401,262,b,06,18400.994140625
822646,c,far,True,3311,2013-06-24,1,1,0,0,17548,562,b,06,17926.005859375
823461,a,near,True,4498,2013-06-23,7,1,0,0,29414,262,b,06,30429.33984375
823761,c,far,True,3135,2013-06-23,7,1,0,0,18758,562,b,06,19190.00390625
824576,a,near,True,3285,2013-06-22,6,1,0,0,16969,262,b,06,18269.994140625
824876,c,far,True,2470,2013-06-22,6,1,0,0,13436,562,b,06,13876.6025390625
825691,a,near,True,3673,2013-06-21,5,1,1,0,21125,262,b,06,21125.0078125
825991,c,far,True,3635,2013-06-21,5,1,1,0,19852,562,b,06,19491.337890625
826806,a,near,True,3531,2013-06-20,4,1,1,0,23173,262,b,06,21356.484375
827106,c,far,True,3403,2013-06-20,4,1,1,0,18605,562,b,06,19347.00390625
827921,a,near,True,3644,2013-06-19,3,1,1,0,19979,262,b,06,19246.0546875
828221,c,far,True,3381,2013-06-19,3,1,1,0,18195,562,b,06,18522.79296875
829036,a,near,True,3466,2013-06-18,2,1,1,0,19916,262,b,06,19915.95703125
829336,c,far,True,3410,2013-06-18,2,1,1,0,20524,562,b,06,20247.005859375
830151,a,near,True,3575,2013-06-17,1,1,1,0,21387,262,b,06,21387.013671875
830451,c,far,True,3450,2013-06-17,1,1,1,0,20789,562,b,06,22212.830078125
831266,a,near,True,3879,2013-06-16,7,1,0,0,24198,262,b,06,30429.33984375
831566,c,far,True,3220,2013-06-16,7,1,0,0,17965,562,b,06,19190.00390625
832381,a,near,True,3236,2013-06-15,6,1,0,0,18499,262,b,06,18269.994140625
832681,c,far,True,2799,2013-06-15,6,1,0,0,16356,562,b,06,13876.6025390625
833496,a,near,True,3518,2013-06-14,5,1,0,0,20150,262,b,06,20150.0078125
833796,c,far,True,3309,2013-06-14,5,1,0,0,18144,562,b,06,18027.994140625
834611,a,near,True,3295,2013-06-13,4,1,0,0,19263,262,b,06,18033.037109375
834911,c,far,True,2999,2013-06-13,4,1,0,0,17075,562,b,06,16117.9931640625
835726,a,near,True,3092,2013-06-12,3,1,0,0,17231,262,b,06,17943.923828125
836026,c,far,True,2978,2013-06-12,3,1,0,0,17521,562,b,06,16557.173828125
836841,a,near,True,2968,2013-06-11,2,1,0,0,16628,262,b,06,17013.017578125
837141,c,far,True,3037,2013-06-11,2,1,0,0,16283,562,b,06,16410.595703125
837956,a,near,True,3303,2013-06-10,1,1,0,0,18479,262,b,06,18400.994140625
838256,c,far,True,3145,2013-06-10,1,1,0,0,16677,562,b,06,17926.005859375
839071,a,near,True,4375,2013-06-09,7,1,0,0,27578,262,b,06,30429.33984375
839371,c,far,True,3017,2013-06-09,7,1,0,0,17526,562,b,06,19190.00390625
840186,a,near,True,3410,2013-06-08,6,1,0,0,18495,262,b,06,18269.994140625
840486,c,far,True,2712,2013-06-08,6,1,0,0,14082,562,b,06,13876.6025390625
841301,a,near,True,3851,2013-06-07,5,1,1,0,23580,262,b,06,21125.0078125
841601,c,far,True,3685,2013-06-07,5,1,1,0,21313,562,b,06,19491.337890625
842416,a,near,True,3354,2013-06-06,4,1,1,0,19540,262,b,06,21356.484375
842716,c,far,True,3252,2013-06-06,4,1,1,0,19593,562,b,06,19347.00390625
843531,a,near,True,3306,2013-06-05,3,1,1,0,19246,262,b,06,19246.0546875
843831,c,far,True,3010,2013-06-05,3,1,1,0,17494,562,b,06,18522.79296875
844646,a,near,True,3243,2013-06-04,2,1,1,0,20700,262,b,06,19915.95703125
844946,c,far,True,3200,2013-06-04,2,1,1,0,20159,562,b,06,20247.005859375
845761,a,near,True,3473,2013-06-03,1,1,1,0,22456,262,b,06,21387.013671875
846061,c,far,True,3596,2013-06-03,1,1,1,0,22724,562,b,06,22212.830078125
846876,a,near,True,4533,2013-06-02,7,1,0,0,30064,262,b,06,30429.33984375
847176,c,far,True,3319,2013-06-02,7,1,0,0,20726,562,b,06,19190.00390625
847991,a,near,True,3375,2013-06-01,6,1,0,0,19346,262,b,06,18269.994140625
848291,c,far,True,2868,2013-06-01,6,1,0,0,14855,562,b,06,13876.6025390625
849106,a,near,True,3965,2013-05-31,5,1,1,0,23934,262,b,05,22662.990234375
849406,c,far,True,3649,2013-05-31,5,1,1,0,23066,562,b,05,21038.6640625
850221,a,near,True,3368,2013-05-30,4,1,1,0,20226,262,b,05,21773.67578125
850521,c,far,True,3315,2013-05-30,4,1,1,0,20047,562,b,05,19549.001953125
851336,a,near,True,3279,2013-05-29,3,1,1,0,20397,262,b,05,26553.982421875
851636,c,far,True,3174,2013-05-29,3,1,1,0,19167,562,b,05,18389.00390625
852451,a,near,True,3015,2013-05-28,2,1,1,0,19651,262,b,05,19651.0234375
852751,c,far,True,3129,2013-05-28,2,1,1,0,18400,562,b,05,18873.244140625
853566,a,near,True,3340,2013-05-27,1,1,1,0,22174,262,b,05,22554.494140625
853866,c,far,True,3686,2013-05-27,1,1,1,0,22390,562,b,05,21946.19921875
854681,a,near,True,4121,2013-05-26,7,1,0,0,26695,262,b,05,33356.984375
854981,c,far,True,2925,2013-05-26,7,1,0,0,16278,562,b,05,18351.74609375
855796,a,near,True,3237,2013-05-25,6,1,0,0,17328,262,b,05,19754.998046875
856096,c,far,True,2478,2013-05-25,6,1,0,0,12651,562,b,05,13980.6669921875
856911,a,near,True,3472,2013-05-24,5,1,0,0,19870,262,b,05,21238.001953125
857211,c,far,True,3309,2013-05-24,5,1,0,0,17255,562,b,05,17737.66796875
858026,a,near,True,3171,2013-05-23,4,1,0,0,19012,262,b,05,19012.015625
858326,c,far,True,3111,2013-05-23,4,1,0,0,16545,562,b,05,18098.39453125
859141,a,near,True,3296,2013-05-22,3,1,0,0,20277,262,b,05,20371.01171875
859441,c,far,True,3077,2013-05-22,3,1,0,0,17244,562,b,05,17529.248046875
860256,a,near,True,3713,2013-05-21,2,1,0,0,20675,262,b,05,20639.99609375
860556,c,far,True,3371,2013-05-21,2,1,0,0,18288,562,b,05,17584.24609375
861371,a,near,True,4823,2013-05-20,1,1,0,0,31157,262,b,05,31786.759765625
861671,c,far,True,3316,2013-05-20,1,1,0,0,18937,562,b,05,17249.671875
862486,a,near,True,5024,2013-05-19,7,1,0,0,33357,262,b,05,33356.984375
862786,c,far,True,2736,2013-05-19,7,1,0,0,16033,562,b,05,18351.74609375
863601,a,near,True,3696,2013-05-18,6,1,0,0,19787,262,b,05,19754.998046875
863901,c,far,True,2614,2013-05-18,6,1,0,0,13829,562,b,05,13980.6669921875
864716,a,near,True,3906,2013-05-17,5,1,1,0,20882,262,b,05,22662.990234375
865016,c,far,True,3527,2013-05-17,5,1,1,0,19971,562,b,05,21038.6640625
865831,a,near,True,3229,2013-05-16,4,1,1,0,19617,262,b,05,21773.67578125
866131,c,far,True,3275,2013-05-16,4,1,1,0,19264,562,b,05,19549.001953125
866946,a,near,True,3292,2013-05-15,3,1,1,0,19957,262,b,05,26553.982421875
867246,c,far,True,3257,2013-05-15,3,1,1,0,18247,562,b,05,18389.00390625
868061,a,near,True,3102,2013-05-14,2,1,1,0,20422,262,b,05,19651.0234375
